id;Con;Dat;PPName;Agt
1484;SOUTH SUDAN;1999;SUDAN: LOCAL PEACE PROCESSES;WAAT LOU NUER COVENANT
1485;SOUTH SUDAN;1999;SUDAN: LOCAL PEACE PROCESSES;DINKA NUER WEST BANK PEACE COUNCIL COMMUNICATION
1486;SOUTH SUDAN;1999;SUDAN: LOCAL PEACE PROCESSES;WUNLIT DINKA NUER COVENANT AND RESOLUTIONS
1482;SOUTH SUDAN;2000;SUDAN: LOCAL PEACE PROCESSES;LILIIR COVENANT BETWEEN THE ANYUAK, DINKA, JIE, KACHIPO, MURLE AND NUER WHO ATTENDED THE EAST BANK PEOPLE-TO-PEOPLE PEACE AND RECONCILIATION CONFERENCE IN LILIIR, BOR COUNTY, UPPER NILE, SUDAN
1481;SOUTH SUDAN;2002;SUDAN: LOCAL PEACE PROCESSES;DECLARATION AND RESOLUTIONS OF THE CHUKUDUM CRISIS PEACE CONFERENCE
1480;SOUTH SUDAN;2006;SOUTH SUDAN POST-SECESSION PROCESS;JUBA DECLARATION ON UNITY AND INTEGRATION BETWEEN THE SUDAN PEOPLE’S LIBERATION ARMY (SPLA) AND THE SOUTH SUDAN DEFENCE FORCES (SSDF)
1479;SOUTH SUDAN;2010;SOUTH SUDAN POST-SECESSION PROCESS;CEASEFIRE FRAMEWORK AGREEMENT BETWEEN THE SPLA AND LT. GEN. GEORGE ATHOR’S FORCES
1477;SOUTH SUDAN;2012;SUDAN: LOCAL PEACE PROCESSES;ALL-JONGLEI CONFERENCE FOR PEACE, RECONCILIATION AND TOLERANCE, HELD IN BOR, 1-5 MAY 2012: CONFERENCE RESOLUTIONS AND RECOMMENDATIONS
1478;SOUTH SUDAN;2012;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT BETWEEN THE GOVERNMENT OF THE REPUBLIC OF SOUTH SUDAN (GRSS) AND THE SOUTH SUDAN DEMOCRATIC MOVEMENT/ARMY (SSDM/A)
1468;SOUTH SUDAN;2014;SOUTH SUDAN POST-SECESSION PROCESS;RE-DEDICATION OF AND IMPLEMENTATION MODALITIES FOR THE CESSATION OF HOSTILITIES AGREEMENT SIGNED ON THE 23RD JANUARY 2014 BETWEEN THE GOVERNMENT OF THE REPUBLIC OF SOUTH SUDAN AND THE SUDAN PEOPLE'S LIBERATION ARMY / MOVEMENT (IN OPPOSITION)
1469;SOUTH SUDAN;2014;SOUTH SUDAN POST-SECESSION PROCESS;PROTOCOL ON AGREED PRINCIPLES ON TRANSITIONAL ARRANGEMENTS TOWARDS RESOLUTION OF THE CRISES IN SOUTH SUDAN
1470;SOUTH SUDAN;2014;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT TO RESOLVE THE CRISIS IN SOUTH SUDAN
1471;SOUTH SUDAN;2014;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON RESOLUTION OF THE CONFLICT IN JONGLEI STATE BETWEEN GOVERNMENT OF THE REPUBLIC OF SOUTH SUDAN AND SOUTH SUDAN DEMOCRATIC MOVEMENT/ARMY-COBRA FACTION (SSDM-SSDA-COBRA) (YAU YAU AGREEMENT)
1472;SOUTH SUDAN;2014;SOUTH SUDAN POST-SECESSION PROCESS;RECOMMITTMENT ON HUMANITARIAN MATTERS IN THE CESSATION OF HOSTILITIES AGREEMENT BETWEEN THE GOVERNMENT OF THE REPUBLIC OF SOUTH SUDAN AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT/ARMY IN OPPOSITION SPLM/SPLA (IN OPPOSITION)
1473;SOUTH SUDAN;2014;SOUTH SUDAN POST-SECESSION PROCESS;IMPLEMENTATION MODALITIES IN SUPPORT OF THE AGREEMENT ON CESSATION OF HOSTILITIES BETWEEN THE GOVERNMENT OF THE REPUBLIC OF SOUTH SUDAN (GRSS) AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT/ARMY (IN OPPOSITION) (SPLM/A IO)
1474;SOUTH SUDAN;2014;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON A CESSATION OF HOSTILITIES BETWEEN THE GOVERNMENT OF THE REPUBLIC OF SOUTH SUDAN AND THE SOUTH SUDAN DEMOCRATIC MOVEMENT/DEFENSE ARMY, COBRA FACTION
1475;SOUTH SUDAN;2014;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON CESSATION OF HOSTILITIES BETWEEN THE GOVERNMENT OF THE REPUBLIC OF SOUTH SUDAN (GRSS) AND THE SUDAN PEOPLE’S LIBERATION MOVEMENT/ARMY (IN OPPOSITION) (SPLM/A IN OPPOSITION)
1476;SOUTH SUDAN;2014;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON THE STATUS OF DETAINEES BETWEEN THE GOVERNMENT OF THE REPUBLIC OF SOUTH SUDAN (GRSS) AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT/ARMY (IN OPPOSITION) SPLM/A (IN OPPOSITION)
1462;SOUTH SUDAN;2015;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT BETWEEN THE WONDURUBA COMMUNITY AND THE SPLA COMMANDO UNIT
1463;SOUTH SUDAN;2015;SOUTH SUDAN POST-SECESSION PROCESS;MUNDRI AGREEMENT
1464;SOUTH SUDAN;2015;SOUTH SUDAN POST-SECESSION PROCESS;OUTCOME OF THE MEETING OF THE PRINCIPAL SIGNATORY PARTIES TO THE AGREEMENT ON PLANNING IMPLEMENTATION OF THE PROVISIONS IN CHAPTER II OF THE AGREEMENT
1465;SOUTH SUDAN;2015;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON THE RESOLUTION OF THE CONFLICT IN THE REPUBLIC OF SOUTH SUDAN (ARCSS)
1466;SOUTH SUDAN;2015;SOUTH SUDAN POST-SECESSION PROCESS;AREAS OF AGREEMENT ON THE ESTABLISHMENT OF THE TRANSITIONAL GOVERNMENT OF NATIONAL UNITY (TGONU) IN THE REPUBLIC OF SOUTH SUDAN
1467;SOUTH SUDAN;2015;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON THE REUNIFICATION OF THE SUDAN PEOPLE'S LIBERATION MOVEMENT (ARUSHA AGREEMENT)
1461;SOUTH SUDAN;2016;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON THE CESSATION OF HOSTILITIES BETWEEN THE GOVERNMENT OF THE REPUBLIC OF SOUTH SUDAN (RSS) AND THE SOUTH SUDAN NATIONAL LIBERATION MOVEMENT/ARMY (SSNLM/A)
1454;SOUTH SUDAN;2017;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON THE CESSATION OF HOSTILITIES, PROTECTION OF CIVILIANS AND HUMANITARIAN ACCESS, REPUBLIC OF SOUTH SUDAN
1455;SOUTH SUDAN;2017;SOUTH SUDAN POST-SECESSION PROCESS;THE ARUSHA AGREEMENT ON THE SPLM REUNIFICATION IMPLEMENTATION MATRIX, ENTEBBE, UGANDA
1456;SOUTH SUDAN;2017;SOUTH SUDAN POST-SECESSION PROCESS;CAIRO DECLARATION ON THE REUNIFICATION OF THE SUDAN PEOPLE'S LIBERATION MOVEMENT (SPLM)
1457;SOUTH SUDAN;2017;SOUTH SUDAN POST-SECESSION PROCESS;ENTEBBE DECLARATION ON THE OPERATIONALIZATION OF THE ARUSHA AGREEMENT ON THE REUNIFICATION OF THE SPLM
1458;SOUTH SUDAN;2017;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON CESSATION OF HOSTILITIES BETWEEN THE YOUTH OF DINKA BOR AND MURLE COMMUNITIES
1459;SOUTH SUDAN;2017;SOUTH SUDAN POST-SECESSION PROCESS;GRASSROOTS AGREEMENT TO PROMOTE NATIONAL DIALOGUE IN YEI RIVER STATE AND SOUTH SUDAN
1460;SOUTH SUDAN;2017;SOUTH SUDAN: LOCAL AGREEMENTS;RESOLUTIONS DRAWN FOLLOWING A DIALOGUE MEETING BETWEEN COUNTY COMMISSIONERS OF LUJOLO, MOROBO, OTOGO AND YEI REPRESENTING THE GOVERNMENT OF YEI RIVER STATE AND THE OPPOSITION LEADERS OF LUJOLO, MOROBO, OTOGO AND YEI COUNTIES WHO HAVE TAKEN ARMS AGAINST THE GOVERNMENT OF SOUTH SUDAN
1450;SOUTH SUDAN;2018;SOUTH SUDAN POST-SECESSION PROCESS;REVITALISED AGREEMENT ON THE RESOLUTION OF THE CONFLICT IN THE REPUBLIC OF SOUTH SUDAN (R-ARCSS)
1451;SOUTH SUDAN;2018;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON OUTSTANDING ISSUES OF GOVERNANCE
1452;SOUTH SUDAN;2018;SOUTH SUDAN POST-SECESSION PROCESS;AGREEMENT ON OUTSTANDING ISSUES OF SECURITY ARRANGEMENTS
1453;SOUTH SUDAN;2018;SOUTH SUDAN POST-SECESSION PROCESS;KHARTOUM DECLARATION OF AGREEMENT BETWEEN PARTIES OF THE CONFLICT OF SOUTH SUDAN
1487;SOUTH SUDAN/AWEIL COUNTIES/GOGRIAL WEST COUNTY/TWIC COUNTY;2013;SOUTH SUDAN: LOCAL AGREEMENTS;GOGRIAL AGREEMENT (BETWEEN  TWIC, AWEIL EAST, AWEIL SOUTH AND GOGRIAL WEST COUNTIES)
1488;SOUTH SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2017;SOUTH SUDAN POST-SECESSION PROCESS;GOGRIAL STATE GRASSROOTS PEACE INITIATIVE
1532;SOUTH SUDAN/SUDAN;1992;SUDANESE PEACE PROCESS;COMMUNIQUE OF THE ABUJA SUDANESE PEACE CONFERENCE
1531;SOUTH SUDAN/SUDAN;1994;SUDANESE PEACE PROCESS;THE IGAD DECLARATION OF PRINCIPLES
1530;SOUTH SUDAN/SUDAN;1995;SUDANESE PEACE PROCESS;POLITICAL CHARTER BETWEEN THE SUDAN GOVERNMENT AND THE SPLA (UNITED)
1528;SOUTH SUDAN/SUDAN;1996;SUDANESE PEACE PROCESS;SPLM-UNITED / OPERATION LIFELINE SUDAN AGREEMENT ON GROUND RULES
1529;SOUTH SUDAN/SUDAN;1996;SUDANESE PEACE PROCESS;POLITICAL CHARTER
1526;SOUTH SUDAN/SUDAN;1997;SUDANESE PEACE PROCESS;FASHODA PEACE AGREEMENT
1527;SOUTH SUDAN/SUDAN;1997;SUDANESE PEACE PROCESS;SUDAN PEACE AGREEMENT
1521;SOUTH SUDAN/SUDAN;2002;SUDANESE PEACE PROCESS;MEMORANDUM OF UNDERSTANDING BETWEEN THE GOVERNMENT OF THE SUDAN AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT/ARMY ON ASPECTS OF STRUCTURES OF GOVERNMENT
1522;SOUTH SUDAN/SUDAN;2002;SUDANESE PEACE PROCESS;MEMORANDUM OF UNDERSTANDING ON CESSATION OF HOSTILITIES BETWEEN THE GOVERNMENT OF THE SUDAN AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT/ARMY
1523;SOUTH SUDAN/SUDAN;2002;SUDANESE PEACE PROCESS;MACHAKOS PROTOCOL
1524;SOUTH SUDAN/SUDAN;2002;SUDANESE PEACE PROCESS;AGREEMENT BETWEEN THE GOVERNMENT OF THE REPUBLIC OF SUDAN AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT TO PROTECT NON-COMBATANT CIVILIANS AND CIVILIAN FACILITIES FROM MILITARY ATTACK
1525;SOUTH SUDAN/SUDAN;2002;KORDOFAN - BLUE NILE - ABYEI PROCESS;NUBA MOUNTAINS CEASEFIRE AGREEMENT ON SUDAN
1518;SOUTH SUDAN/SUDAN;2003;SUDANESE PEACE PROCESS;AGREEMENT ON SECURITY ARRANGEMENTS DURING THE INTERIM PERIOD
1519;SOUTH SUDAN/SUDAN;2003;SUDANESE PEACE PROCESS;AGREEMENT BETWEEN THE GOVERNMENT OF SUDAN AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT ON CAPACITY BUILDING AND THE CREATION OF A JOINT PLANNING MECHANISM FROM THE SUDAN TECHNICAL MEETING
1520;SOUTH SUDAN/SUDAN;2003;SUDANESE PEACE PROCESS;ADDENDUM TO THE MEMORANDUM OF UNDERSTANDING ON CESSATION OF HOSTILITIES BETWEEN THE GOVT OF SUDAN AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT/ARMY
1509;SOUTH SUDAN/SUDAN;2004;SUDANESE PEACE PROCESS;AGREEMENT ON PERMANENT CEASEFIRE AND SECURITY ARRANGEMENTS IMPLEMENTATION MODALITIES BETWEEN THE GOVERNMENT OF SUDAN (GOS) AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT/PEOPLE'S LIBERATION ARMY (SPLM/SPLA) DURING THE PRE-INTERIM AND INTERIM PERIODS
1510;SOUTH SUDAN/SUDAN;2004;SUDANESE PEACE PROCESS;THE IMPLEMENTATION MODALITIES OF THE FRAMEWORK AGREEMENT ON WEALTH SHARING
1511;SOUTH SUDAN/SUDAN;2004;SUDANESE PEACE PROCESS;THE IMPLEMENTATION MODALITIES OF THE PROTOCOL ON THE RESOLUTION OF THE ABYEI CONFLICT, DATED 26TH MAY, 2004
1512;SOUTH SUDAN/SUDAN;2004;SUDANESE PEACE PROCESS;THE IMPLEMENTATION MODALITIES OF THE PROTOCOL ON POWER SHARING, DATED 26TH MAY, 2004
1513;SOUTH SUDAN/SUDAN;2004;SUDANESE PEACE PROCESS;AGREEMENT BETWEEN THE GOVERNMENT OF THE SUDAN (GOS) AND THE SUDAN PEOPLE’S LIBERATION MOVEMENT/SUDAN PEOPLE’S LIBERATION ARMY (SPLM/SPLA) ON IMPLEMENTATION MODALITIES OF THE PROTOCOLS AND AGREEMENTS
1514;SOUTH SUDAN/SUDAN;2004;SUDANESE PEACE PROCESS;DECLARATION ON THE CONCLUSION OF IGAD NEGOTIATIONS ON PEACE IN THE SUDAN
1515;SOUTH SUDAN/SUDAN;2004;SUDANESE PEACE PROCESS;THE NAIROBI DECLARATION ON THE FINAL PHASE OF PEACE IN THE SUDAN
1516;SOUTH SUDAN/SUDAN;2004;SUDANESE PEACE PROCESS;PROTOCOL BETWEEN THE GOVERNMENT OF THE SUDAN AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT (SPLM) ON POWER SHARING
1517;SOUTH SUDAN/SUDAN;2004;SUDANESE PEACE PROCESS;FRAMEWORK AGREEMENT ON WEALTH SHARING DURING THE PRE-INTERIM AND INTERIM PERIODS BETWEEN THE GOVERNMENT OF THE SUDAN (GOS) AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT/SUDAN PEOPLE'S LIBERATION ARMY (SPLM/A)
1507;SOUTH SUDAN/SUDAN;2005;SUDANESE PEACE PROCESS;THE INTERIM NATIONAL CONSTITUTION OF THE REPUBLIC OF SUDAN 2005
1508;SOUTH SUDAN/SUDAN;2005;SUDANESE PEACE PROCESS;COMPREHENSIVE PEACE AGREEMENT BETWEEN THE GOVERNMENT OF THE REPUBLIC OF THE SUDAN AND THE SUDAN PEOPLE'S LIBERATION ARMY/SUDAN PEOPLE'S LIBERATION MOVEMENT (NAIVASHA AGREEMENT)
1506;SOUTH SUDAN/SUDAN;2010;SUDANESE PEACE PROCESS;MEKELLE MEMORANDUM OF UNDERSTANDING BETWEEN THE NCP AND THE SPLM ON POST-REFERENDUM ISSUES AND ARRANGEMENTS
1503;SOUTH SUDAN/SUDAN;2011;NORTH - SOUTH SUDAN SECESSION PROCESS;AGREEMENT ON THE BORDER MONITORING SUPPORT MISSION BETWEEN THE GOVERNMENT OF THE SUDAN AND  THE GOVERNMENT OF SOUTH SUDAN
1504;SOUTH SUDAN/SUDAN;2011;NORTH - SOUTH SUDAN SECESSION PROCESS;AGREEMENT BETWEEN THE GOVERNMENT OF THE SUDAN AND GOVERNMENT OF SOUTHERN SUDAN ON BORDER SECURITY AND THE JOINT POLITICAL AND SECURITY MECHANISM, ADDIS ABABA, ETHIOPIA
1505;SOUTH SUDAN/SUDAN;2011;NORTH - SOUTH SUDAN SECESSION PROCESS;FOLLOW-UP TO THE KADUGLI AGREEMENTS AGREEMENT BETWEEN THE REPUBLIC OF THE SUDAN AND THE REPUBLIC OF SOUTH SUDAN ON THE DEMARCATION OF THE BOUNDARY
1491;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;AGREEMENT BETWEEN SUDAN AND SOUTH SUDAN ON BORDER ISSUES
1492;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;AGREEMENT BETWEEN SUDAN AND SOUTH SUDAN ON CERTAIN ECONOMIC MATTERS
1493;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;FRAMEWORK AGREEMENT TO FACILITATE PAYMENT OF POST SERVICE BENEFITS BETWEEN SUDAN AND SOUTH SUDAN
1494;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;AGREEMENT ON TRADE AND TRADE RELATED ISSUES BETWEEN SUDAN AND SOUTH SUDAN
1495;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;COOPERATION AGREEMENT BETWEEN SUDAN AND SOUTH SUDAN
1496;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;FRAMEWORK AGREEMENT ON THE STATUS OF NATIONALS OF THE OTHER STATE AND RELATED MATTERS BETWEEN SUDAN AND SOUTH SUDAN
1497;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;AGREEMENT ON A FRAMEWORK FOR COOPERATION ON CENTRAL BANKING ISSUES BETWEEN SUDAN AND SOUTH SUDAN
1498;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;AGREEMENT BETWEEN SUDAN AND SOUTH SUDAN ON OIL AND RELATED MATTERS
1499;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;AGREEMENT BETWEEN SUDAN AND SOUTH SUDAN ON SECURITY ARRANGEMENTS
1500;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;FRAMEWORK AGREEMENT ON THE STATUS OF NATIONALS OF THE OTHER STATE AND RELATED MATTERS BETWEEN THE REPUBLIC OF THE SUDAN AND THE REPUBLIC OF SOUTH SUDAN
1501;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;AGREEMENT BETWEEN THE REPUBLIC OF THE SUDAN AND THE REPUBLIC OF SOUTH SUDAN ON THE DEMARCATION OF THE BOUNDARY
1502;SOUTH SUDAN/SUDAN;2012;NORTH - SOUTH SUDAN SECESSION PROCESS;MEMORANDUM OF UNDERSTANDING ON NON-AGGRESSION AND COOPERATION
1489;SOUTH SUDAN/SUDAN;2013;NORTH - SOUTH SUDAN SECESSION PROCESS;IMPLEMENTATION MATRIX FOR AGREEMENTS BETWEEN THE SUDAN AND SOUTH SUDAN
1490;SOUTH SUDAN/SUDAN;2013;NORTH - SOUTH SUDAN SECESSION PROCESS;IMPLEMENTATION MODALITIES FOR SECURITY ARRANGEMENTS AGREED ON 27 SEPTEMBER 2012
1534;SOUTH SUDAN/SUDAN/DARFUR;2003;DARFUR-SUDAN PEACE PROCESS;DARFUR CEASEFIRE (GOS/SLM/A), ABECHE
1533;SOUTH SUDAN/SUDAN/DARFUR;2009;SUDANESE PEACE PROCESS;JUBA DECLARATION ON DIALOGUE AND NATIONAL CONSENSUS
1549;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;1996;KORDOFAN - BLUE NILE - ABYEI PROCESS;DECLARATION OF PRINCIPLES FOR THE RESOLUTION OF THE NUBA MOUNTAINS’ PROBLEM
1546;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2004;KORDOFAN - BLUE NILE - ABYEI PROCESS;THE IMPLEMENTATION MODALITIES FOR THE PROTOCOL ON THE RESOLUTION OF CONFLICT IN SOUTHERN KORDOFAN AND BLUE NILE STATES, DATED 26TH MAY, 2004
1547;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2004;KORDOFAN - BLUE NILE - ABYEI PROCESS;PROTOCOL BETWEEN THE GOVERNMENT OF SUDAN AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT ON THE RESOLUTION OF CONFLICT IN SOUTHERN KORDOFAN/NUBA MOUNTAINS AND THE BLUE NILE STATES
1548;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2004;KORDOFAN - BLUE NILE - ABYEI PROCESS;THE PROTOCOL BETWEEN THE GOVERNMENT OF SUDAN AND THE PEOPLE'S LIBERATION MOVEMENT ON THE RESOLUTION OF THE ABYEI CONFLICT
1544;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2008;KORDOFAN - BLUE NILE - ABYEI PROCESS;JOINT FINAL COMMUNIQUE AND RESOLUTIONS: DINKA MALUAL AND MISSERIYYA GRASSROOTS PEACE CONFERENCE
1545;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2008;KORDOFAN - BLUE NILE - ABYEI PROCESS;ROADMAP FOR RETURN OF IDPS AND IMPLEMENTATION OF ABYEI PROTOCOL
1543;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2009;KORDOFAN - BLUE NILE - ABYEI PROCESS;THE PEACEFUL CO-EXISTENCE CONFERENCE BETWEEN THE DINKA TRIBE OF PARIANG COUNTY IN UNITY STATE AND THE MISSERIYYA TRIBE (ALFULITA) OF KILEK LOCALITY IN SOUTHERN KORDOFAN STATE
1541;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2010;KORDOFAN - BLUE NILE - ABYEI PROCESS;DECISION AND RECOMMENDATION OF PEACEFUL CO-EXISTENCE IN UNITY STATE  (BENTIU PEACE CONFERENCE RESOLUTIONS)
1542;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2010;KORDOFAN - BLUE NILE - ABYEI PROCESS;COMMUNIQUE: DINKA MALUAL & REZEIGAT GRASSROOTS PEACE CONFERENCE
1536;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2011;KORDOFAN - BLUE NILE - ABYEI PROCESS;TERMS OF REFERENCE FOR THE ABYEI JOINT COMMITTEE
1537;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2011;KORDOFAN - BLUE NILE - ABYEI PROCESS;FRAMEWORK AGREEMENT BETWEEN GOVERNMENT OF THE SUDAN AND SUDAN PEOPLE’S LIBERATION MOVEMENT (NORTH) (SPLM-NORTH) ON POLITICAL PARTNERSHIP BETWEEN THE NATIONAL CONGRESS PARTY (NCP) AND SPLM-N, AND POLITICAL AND SECURITY ARRANGEMENTS IN BLUE NILE AND SOUTHERN KORDOFAN STATES
1538;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2011;KORDOFAN - BLUE NILE - ABYEI PROCESS;AGREEMENT BETWEEN THE GOVERNMENT OF SUDAN AND THE SUDAN PEOPLE'S LIBERATION MOVEMENT ON TEMPORARY ARRANGEMENTS FOR THE ADMINISTRATION AND SECURITY OF THE ABYEI AREA
1539;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2011;KORDOFAN - BLUE NILE - ABYEI PROCESS;AGREEMENT OF THE MINISTER OF INTERIOR ON SECURITY ARRANGEMENTS IN ABYEI
1540;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2011;KORDOFAN - BLUE NILE - ABYEI PROCESS;MISSERIYYA AND DINKA NGOK CONFERENCE, CONFERENCE AGREEMENT, KADUGLI
1535;SOUTH SUDAN/SUDAN/SOUTHERN KORDOFAN - BLUE NILE - ABYEI;2012;KORDOFAN - BLUE NILE - ABYEI PROCESS;PRELIMINARY AGREEMENT: DIALOGUE BETWEEN THE NGOK DINKA COMMUNITY AND MISSERIYYA
1550;SOUTH SUDAN/TEREKEKA;2014;SUDAN: LOCAL PEACE PROCESSES;RECOMMENDATIONS OF THE TEREKEKA PEACE CONFERENCE
1553;SPAIN/BASQUE COUNTRY;1998;SPAIN - BASQUE INTERNAL PROCESS;THE LIZARRA DECLARATION
1552;SPAIN/BASQUE COUNTRY;2000;SPAIN - BASQUE INTERNAL PROCESS;AGREEMENT FOR THE NORMALISATION AND PACIFICATION OF EUSKADI (PACT OF AJURIA-ENEA)
1551;SPAIN/BASQUE COUNTRY;2011;SPAIN - BASQUE INTERNAL PROCESS;BASQUE CEASEFIRE STATEMENT
1578;SRI LANKA;1995;SRI LANKA CONSTITUTIONAL REFORM PROCESS;DECLARATION OF CESSATION OF HOSTILITIES
1577;SRI LANKA;2000;SRI LANKA CONSTITUTIONAL REFORM PROCESS;SRI LANKA CONSTITUTION BILL, AN ACT TO REPEAL AND REPLACE THE CONSTITUTION OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA
1569;SRI LANKA;2002;SRI LANKA LTTE 2000S PROCESS;THE THIRD SESSON OF PEACE TALKS BETWEEN THE GOVERNMENT OF SRI LANKA (GOSL) AND THE LIBERATION TIGERS OF TAMIL EELAM (LTTE) (OSLO COMMUNIQUE)
1570;SRI LANKA;2002;SRI LANKA LTTE 2000S PROCESS;DECLARATION IN SUPPORT OF THE PEACE PROCESS IN SRI LANKA (OSLO DECLARATION)
1571;SRI LANKA;2002;SRI LANKA LTTE 2000S PROCESS;SIGNIFICANT STEPS TO RESTORE NORMALCY, IMPROVE SECURITY AND ADDRESS POLITICAL MATTERS
1572;SRI LANKA;2002;SRI LANKA LTTE 2000S PROCESS;AGREED MEASURES TO IMPROVE THE SECURITY SITUATION IN THE EAST
1573;SRI LANKA;2002;SRI LANKA LTTE 2000S PROCESS;"STATEMENT  BY THE ROYAL NORWEGIAN GOVERNMENT; SRI LANKA PEACE TALKS"
1574;SRI LANKA;2002;SRI LANKA LTTE 2000S PROCESS;LTTE-SLMC JOINT COMMUNIQUE
1575;SRI LANKA;2002;SRI LANKA LTTE 2000S PROCESS;STATUS OF MISSION AGREEMENT ON THE ESTABLISHMENT AND MANAGEMENT OF THE SRI LANKA MONITORING MISSION (SLMM)
1576;SRI LANKA;2002;SRI LANKA LTTE 2000S PROCESS;AGREEMENT ON A CEASEFIRE BETWEEN THE GOVERNMENT OF THE DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA AND THE LIBERATION TIGERS OF TAMIL EELAM
1556;SRI LANKA;2003;SRI LANKA LTTE 2000S PROCESS;THE LTTE'S PROPOSAL FOR AN AGREEMENT TO ESTABLISH AN INTERIM SELF-GOVERNING AUTHORITY FOR THE NORTHEAST
1557;SRI LANKA;2003;SRI LANKA LTTE 2000S PROCESS;GOVERNMENT OF SRI LANKA'S PROPOSAL TO THE LTTE REGARDING A PROVISIONAL ADMINISTRATIVE COUNCIL
1558;SRI LANKA;2003;SRI LANKA LTTE 2000S PROCESS;TOKYO DECLARATION ON RECONSTRUCTION AND DEVELOPMENT OF SRI LANKA
1559;SRI LANKA;2003;SRI LANKA LTTE 2000S PROCESS;GOVERNMENT OF SRI LANKA'S PROPOSAL TO THE LTTE REGARDING CREATION OF AN APEX BODY
1560;SRI LANKA;2003;SRI LANKA LTTE 2000S PROCESS;AGREED STATEMENT ON BEHALF OF THE PARTIES
1561;SRI LANKA;2003;SRI LANKA LTTE 2000S PROCESS;FIRST MEETING OF THE SUB-COMMITTEE ON GENDER ISSUES (SGI) HELD IN KILINOCHCHI
